self_1,s1,self_2,s2,self_3,s3,self_4,s4,self_5,s5,self_6,s6,self_7,s7,self_8,s8,self_9,s9,self_10,s10
I am an American.,C,I am an female.,C,I am a Christian.,C,I am an extrovert.,C,I am Asian.,C,I am a college student.,C,I am an artist.,C,I am a musician.,C,I am a writer.,C,I am a business owner.,C
I am a woman,C,I am a Christian,C,I am a college student,C,I am an artist,C,I am a mother,R,I am an introvert,C,I am a runner,C,I am a vegan,C,I am a Democrat,C,I am a fashionista,C
I am a woman.,C,I am a student.,C,I am a daughter.,R,I am an artist.,C,I am an athlete.,C,I am a Christian.,C,I am a friend.,R,I am a writer.,C,I am a teacher.,C,I am an activist.,C
I am an American.,C,I am a student.,C,I am female.,C,I am an entrepreneur.,C,I am vegan.,C,I am a parent.,R,I am an artist.,C,I am a liberal.,C,I am a Christian.,C,I am a lover of nature.,C
I am a female.,C,I am from the United States.,C,I am a Christian.,C,I am an artist.,C,I am a college graduate.,C,I am a left-handed.,C,I am a Liberal.,C,I am a vegetarian.,C,I am a social media user.,C,I am a parent.,R
I am a daughter/son.,R,I am a sibling.,R,I am a friend.,R,I am an employee.,C,I am an employer.,C,I am a husband/wife.,R,I am a volunteer.,C,I am an activist.,C,I am an artist.,C,I am a learner.,C
I am a male.,C,I am 25 years old.,C,I am a student.,C,I am a Christian.,C,I am an American.,C,I am tall.,C,I am an only child.,R,I am single.,C,I am left-handed.,C,I am a Democrat.,C
I am a man,C,I am a woman,C,I am an American,C,I am a student,C,I am a teacher,C,I am a Christian,C,I am a sports fan,C,I am a writer,C,I am a scientist,C,I am an artist,C
I am a father.,R,I am a daughter.,R,I am an athlete.,C,I am a student.,C,I am an artist.,C,I am a teacher.,C,I am a scientist.,C,I am a neighbor.,R,I am a businessperson.,C,I am a volunteer.,C
I am a woman.,C,I am a mother.,R,I am a runner.,C,I am a student.,C,I am married.,C,I am from the Midwest.,C,I am politically conservative.,C,I am a Christian.,C,I am a nurse.,C,I am a gardener.,C
I am a man.,C,I am a woman.,C,I am a sister.,R,I am a brother.,R,I am a daughter.,R,I am a son.,R,I am a father.,R,I am a mother.,R,I am a student.,C,I am a worker.,C
I am a son/daughter.,R,I am a brother/sister.,R,I am a student.,C,I am a worker.,C,I am a resident.,C,I am a friend.,R,I am a neighbor.,R,I am a hobbyist.,C,I am a mentor.,C,I am a coach.,C
I am a woman.,C,I am a student.,C,I am a Christian.,C,I am an engineer.,C,I am an artist.,C,I am a son/daughter.,R,I am a teacher.,C,I am an employee.,C,I am a musician.,C,I am a friend.,R
I am an American.,C,I am a white male.,C,I am a Christian.,C,I am a Republican.,C,I am in college.,C,I am a musician.,C,I am a father.,R,I am a friend.,R,I am a runner.,C,I am an artist.,C
I am a male.,C,I am of Italian descent.,C,I am a lover of books.,C,I am an introvert.,C,I am an artist.,C,I am a student.,C,I am a Christian.,C,I am an animal lover.,C,I am a musician.,C,I am a short-order cook.,C
I am a female.,C,I am an aunt.,R,I am a Christian.,C,I am Caucasian.,C,I am a teacher.,C,I am an American.,C,I am a runner.,C,I am an artist.,C,I am extroverted.,C,I am five feet tall.,C
I am a son/daughter.,R,I am a student.,C,I am a teacher.,C,I am an athlete.,C,I am a keeper of hobbies.,C,I am creative.,C,I am a writer.,C,I am a reader.,C,I am a brother/sister.,R,I am a friend.,R
I am a mother.,R,I am a father.,R,I am a sister.,R,I am a brother.,R,I am a student.,C,I am a teacher.,C,I am a scientist.,C,I am an artist.,C,I am a musician.,C,I am an athlete.,C
I am a student.,C,I am a parent.,R,I am an artist.,C,I am a musician.,C,I am an animal lover.,C,I am an avid reader.,C,I am an outdoors enthusiast.,C,I am an athlete.,C,I am politically active.,C,I am a craftsperson.,C
I am a brother.,R,I am an introvert.,C,I am a student.,C,I am an athlete.,C,I am a cancer survivor.,C,I am an activist.,C,I am a musician.,C,I am a teacher.,C,I am a member of a religious group.,C,I am a business owner.,C
I am a man,C,I am a Christian,C,I am a student,C,I am an athlete,C,I am an artist,C,I am a friend,R,I am a sibling,R,I am an employee,C,I am a citizen,C,I am an individual,C
I am a female.,C,I am 27 years old.,C,I am a college student.,C,I am an introvert.,C,I am a painter.,C,I am a yoga enthusiast.,C,I am a vegan.,C,I am a loyal friend.,R,I am a dog lover.,C,I am a poet.,C
I am an American.,C,I am a college student.,C,I am a son.,R,I am a Christian.,C,I am a musician.,C,I am an artist.,C,I am an athlete.,C,I am a member of a political party.,C,I am a teacher.,C,I am an entrepreneur.,C
I am a man.,C,I am a father.,R,I am an American.,C,I am a college graduate.,C,I am a runner.,C,I am a homeowner.,C,I am a Christian.,C,I am a musician.,C,I am a veteran.,C,I am a cook.,C
I am a daughter.,R,I am a son.,R,I am an artist.,C,I am a student.,C,I am a teacher.,C,I am a parent.,R,I am an employee.,C,I am a sport's fan.,C,I am of a certain religious faith.,C,I am a friend.,R
I am a woman/man.,C,I am a parent.,R,I am a teacher.,C,I am an artist.,C,I am a student.,C,I am a writer.,C,I am an engineer.,C,I am a musician.,C,I am a scientist.,C,I am an entrepreneur.,C
I am a female.,C,I am an artist.,C,I am an vegan.,C,I am a runner.,C,I am a student.,C,I am a business professional.,C,I am a writer.,C,I am an athlete.,C,I am a counselor.,C,I am a surfer.,C
I am a male.,C,I am an employee.,C,I am a lover of music.,C,I am a Christian.,C,I am a father.,R,I am a sports fan.,C,I am a plumber.,C,I am a Democrat.,C,I am an artist.,C,I am an environmentalist.,C
I am an artist.,C,I am a musician.,C,I am an athlete.,C,I am a student.,C,I am a dancer.,C,I am a writer.,C,I am a scientist.,C,I am a gamer.,C,I am a teacher.,C,I am a chef.,C
I am a son/daughter.,R,I am an artist.,C,I am a professional.,C,I am a student.,C,I am a retiree.,C,I am a doctor.,C,I am an entrepreneur.,C,I am an athlete.,C,I am a teacher.,C,I am a musician.,C
I am a daughter.,R,I am a son.,R,I am a student.,C,I am a teacher.,C,I am a mom.,R,I am a dad.,R,I am an artist.,C,I am an entrepreneur.,C,I am a singer.,C,I am a writer.,C
I am a son.,R,I am a daughter.,R,I am a friend.,R,I am a student.,C,I am a professional.,C,I am an athlete.,C,I am a Christian.,C,I am a community volunteer.,C,I am an artist.,C,I am a traveler.,C
I am a person.,C,I am a son/daughter.,R,I am a student.,C,I am a friend.,R,I am a sibling.,R,I am an employee.,C,I am a husband/wife.,R,I am a traveler.,C,I am a writer/artist.,C,I am a volunteer.,C
I am a woman.,C,I am a mother.,R,I am an American.,C,I am an artist.,C,I am an engineer.,C,I am a physicist.,C,I am an athlete.,C,I am a New Yorker.,C,I am a Christian.,C,I am a student.,C
I am a mother.,R,I am an accountant.,C,I am a church-goer.,C,I am a gamer.,C,I am an artist.,C,I am a runner.,C,I am a student.,C,I am a vegan.,C,I am a teacher.,C,I am a traveler.,C
I am a female.,C,I am a mother.,R,I am a Christian.,C,I am an American.,C,I am a lawyer.,C,I am a teacher.,C,I am a cyclist.,C,I am a student.,C,I am a professional.,C,I am an artist.,C
I am a female.,C,I am a business owner.,C,I am an animal lover.,C,I am a mother.,R,I am an artist.,C,I am a bookworm.,C,I am a fashion enthusiast.,C,I am a student.,C,I am a traveler.,C,I am a foodie.,C
I am a human being.,C,I am a man or a woman.,C,I am a parent.,R,I am an artist.,C,I am a singer.,C,I am a scientist.,C,I am a member of a faith.,C,I am a professional.,C,I am an athlete.,C,I am a student.,C
I am an artist.,C,I am a student.,C,I am a parent.,R,I am a scientist.,C,I am an engineer.,C,I am a teacher.,C,I am a musician.,C,I am a writer.,C,I am an athlete.,C,I am a lawyer.,C
I am a male.,C,I am 25 years old.,C,I am a college student.,C,I am an athlete.,C,I am an employee.,C,I am from the United States.,C,I am an introvert.,C,I am a Christian.,C,I am a fan of jazz music.,C,I am a vegetarian.,C
I am a student,C,I am a teacher,C,I am a singer,C,I am a writer,C,I am an artist,C,I am an entrepreneur,C,I am a sports enthusiast,C,I am a programmer,C,I am a parent,R,I am an author,C
I am a woman.,C,I am a man.,C,I am a parent.,R,I am a student.,C,I am a teacher.,C,I am a brother.,R,I am a sister.,R,I am an employee.,C,I am a friend.,R,I am a Christian.,C
I am male.,C,I am female.,C,I am bisexual.,C,I am pansexual.,C,I am gay.,C,I am lesbian.,C,I am straight.,C,I am a racial minority.,C,I am an ethnic minority.,C,I am a religious minority.,C
I am a father/mother.,R,I am a brother/sister.,R,I am an employee/employer.,C,I am a citizen.,C,I am a student.,C,I am an athlete.,C,I am an artist.,C,I am an entrepreneur.,C,I am a musician.,C,I am a friend.,R
I am a Christian.,C,I am an outdoor enthusiast.,C,I am a father.,R,I am a dog lover.,C,I am a left-handed person.,C,I am a student.,C,I am an artist.,C,I am a computer programmer.,C,I am an avid reader.,C,I am a home cook.,C
I am a human.,C,I am a woman.,C,I am a man.,C,I am a student.,C,I am a worker.,C,I am a parent.,R,I am an artist.,C,I am a scientist.,C,I am an athlete.,C,I am a traveler.,C
I am a son/daughter.,R,I am a grandson/granddaughter.,R,I am a brother/sister.,R,I am a friend.,R,I am a student.,C,I am a worker.,C,I am a professional.,C,I am an athlete.,C,I am an artist.,C,I am a member of my community.,C
I am female,C,I am a daughter,R,I am a friend,R,I am a student,C,I am a photographer,C,I am a runner,C,I am a musician,C,I am a teacher,C,I am a volunteer,C,I am an artist,C
I am a son/daughter.,R,I am a brother/sister.,R,I am a friend.,R,I am a student.,C,I am a teacher.,C,I am an employee.,C,I am an employer.,C,I am a musician.,C,I am a reader.,C,I am an athlete.,C
I am a man.,C,I am a woman.,C,I am a student.,C,I am a teacher.,C,I am black.,C,I am Hispanic.,C,I am gay.,C,I am an artist.,C,I am a parent.,R,I am a writer.,C
I am a son/daughter.,R,I am a student.,C,I am an employee.,C,I am a friend.,R,I am a partner.,R,I am a gamer.,C,I am a reader.,C,I am a traveler.,C,I am a hobbyist.,C,I am a volunteer.,C
I am a son or daughter,R,I am a student,C,I am a teacher,C,I am a parent,R,I am an employee,C,I am an employer,C,I am a friend,R,I am an artist,C,I am a musician,C,I am a member of a faith community,C
I am a male.,C,I am a Christian.,C,I am from the United States.,C,I am a father.,R,I am a veterinarian.,C,I am an optimist.,C,I am an artist.,C,I am a runner.,C,I am an engineer.,C,I am a teacher.,C
I am an individual.,C,I am a person.,C,I am a man/woman.,C,I am a student.,C,I am a father/mother.,R,I am a brother/sister.,R,I am a friend.,R,I am an employee.,C,I am a manager.,C,I am a citizen.,C
I am a son/daughter.,R,I am a student.,C,I am an artist.,C,I am a health enthusiast.,C,I am an entrepreneur.,C,I am an athlete.,C,I am a Christian.,C,I am a traveler.,C,I am a philanthropist.,C,I am a feminist.,C
I am a daughter/son.,R,I am a student.,C,I am a professional.,C,I am an athlete.,C,I am a musician.,C,I am a hobbyist.,C,I am a traveler.,C,I am an artist.,C,I am a parent.,R,I am a friend.,R
I am a Christian.,C,I am a woman.,C,I am from the United States.,C,I am an artist.,C,I am a college student.,C,I am a creative problem solver.,C,I am an entrepreneur.,C,I am socially active.,C,I am a mother.,R,I am a runner.,C
I am a daughter.,R,I am a son.,R,I am an artist.,C,I am a student.,C,I am a teacher.,C,I am a writer.,C,I am a caregiver.,C,I am a community activist.,C,I am a runner.,C,I am a musician.,C
I am a father.,R,I am a Democrat.,C,I am a Christian.,C,I am an athlete.,C,I am an American citizen.,C,I am a student.,C,I am a music lover.,C,I am a coach.,C,I am a musician.,C,I am a volunteer.,C
I am a mother.,R,I am an artist.,C,I am a teacher.,C,I am a student.,C,I am a writer.,C,I am a scientist.,C,I am a robot enthusiast.,C,I am a sports fan.,C,I am a world traveler.,C,I am a computer programmer.,C
I am a woman.,C,I am a man.,C,I am of Hispanic descent.,C,I am of Asian descent.,C,I am of African descent.,C,I am a parent.,R,I am young.,C,I am a student.,C,I am a teacher.,C,I am religious.,C
I am my name.,C,I am my age.,C,I am my height.,C,I am my gender identity.,C,I am my sexual orientation.,C,I am my race/ethnicity.,C,I am my religion or belief system.,C,I am my political views.,C,I am my occupation.,C,I am my hobbies or interests.,C
I am a mother/father,R,I am a student,C,I am an employee,C,I am a teacher,C,I am a businessperson,C,I am a writer,C,I am an artist,C,I am an athlete,C,I am a scientist,C,I am a musician,C
I am an American.,C,I am a man.,C,I am an artist.,C,I am a political activist.,C,I am a conservationist.,C,I am a science enthusiast.,C,I am a Christian.,C,I am a college student.,C,I am a jogger.,C,I am a dog-lover.,C
I am a woman.,C,I am an artist.,C,I am an athlete.,C,I am a musician.,C,I am a teacher.,C,I am a disciple.,C,I am a student.,C,I am a writer.,C,I am a businessperson.,C,I am a volunteer.,C
I am a human being.,C,I am a son/daughter.,R,I am a neighbor.,R,I am a colleague.,R,I am a friend.,R,I am a student.,C,I am a teacher.,C,I am a parent.,R,I am an artist.,C,I am a vegetarian.,C
I am a woman.,C,I am a student.,C,I am an artist.,C,I am a pet owner.,C,I am an athlete.,C,I am a music enthusiast.,C,I am a professional.,C,I am a traveler.,C,I am a parent.,R,I am a volunteer.,C
I am a student.,C,I am a daughter/son.,R,I am an artist.,C,I am an athlete.,C,I am a musician.,C,I am a doctor.,C,I am a religious adherent.,C,I am a teacher.,C,I am a nurse.,C,I am a scientist.,C
I am a son (or daughter).,R,I am a sister (or brother).,R,I am a student.,C,I am a professional.,C,I am a parent.,R,I am an artist.,C,I am an adventurer.,C,I am a philanthropist.,C,I am an entrepreneur.,C,I am an individual.,C
I am a son or a daughter,R,I am a husband or a wife,R,I am a brother or a sister,R,I am a friend,R,I am a student,C,I am a worker,C,I am a spouse,R,I am a parent,R,I am a neighbor,R,I am a volunteer,C
I am a man.,C,I am a woman.,C,I am an introvert.,C,I am a student.,C,I am an artist.,C,I am an athlete.,C,I am a parent.,R,I am a homeowner.,C,I am inquisitive.,C,I am a professional.,C
I am a mother.,R,I am a son.,R,I am a teacher.,C,I am an artist.,C,I am a student.,C,I am an entrepreneur.,C,I am an athlete.,C,I am a writer.,C,I am a musician.,C,I am a friend.,R
I am a Muslim.,C,I am a Patriot.,C,I am an artist.,C,I am a vegetarian.,C,I am a Republican.,C,I am a student.,C,I am a musician.,C,I am a teacher.,C,I am an entrepreneur.,C,I am an environmentalist.,C
I am a daughter/son,R,I am a friend,R,I am an ally,C,I am a student,C,I am an employee,C,I am a supporter,C,I am a mentor,C,I am an artist,C,I am an advocate,C,I am a community member,C
I am heterosexual.,C,I am musical.,C,I am an artist.,C,I am a sports fan.,C,I am a cosplayer.,C,I am a traveler.,C,I am a reader.,C,I am a foodie.,C,I am a technology enthusiast.,C,I am a movie buff.,C
I am a brother.,R,I am an uncle.,R,I am a son.,R,I am a friend.,R,I am a student.,C,I am an employee.,C,I am a Christian.,C,I am a musician.,C,I am a volunteer.,C,I am a traveler.,C
I am a daughter.,R,I am a friend.,R,I am a mentor.,C,I am a student.,C,I am a colleague.,R,I am a friend of nature.,R,I am an active member of a religious community.,C,I am a volunteer.,C,I am an artist and/or a writer.,C,I am an entrepreneur.,C
I am a son/daughter.,R,I am a brother/sister.,R,I am a student.,C,I am a friend.,R,I am a parent.,R,I am an employee.,C,I am an artist.,C,I am a musician.,C,I am an athlete.,C,I am an activist.,C
I am Caucasian.,C,I am female.,C,I am a college student.,C,I am an athlete.,C,I am an artist.,C,I am left-handed.,C,I am a Christian.,C,I am a Democrat.,C,I am an extrovert.,C,I am a cat-lover.,C
I am a son/daughter of _____.,R,I am a member of _____.,C,I am a student/graduate of _____.,C,I am a citizen of _____.,C,I am a lover of _____.,C,I am an inhabitant of _____.,C,I am an advocate for _____.,C,I am an avid supporter of _____.,C,I am a practitioner of _____.,C,I am a devotee of _____.,C
I am a son or daughter.,R,I am a friend.,R,I am a worker.,C,I am a student.,C,I am a brother or sister.,R,I am an athlete.,C,I am a volunteer.,C,I am a sibling.,R,I am a team member.,C,I am an artist.,C
I am a Christian.,C,I am a mother.,R,I am a teacher.,C,I am an American.,C,I am a student.,C,I am a musician.,C,I am a cyclist.,C,I am a photographer.,C,I am an engineer.,C,I am an artist.,C
